game_id,player_name,agent,team_abrev,map,kills,deaths,assists,adr,fk,fd,clutches,aces
24,Xeppaa,Gekko,C9,Split,17.0,13.0,8.0,147.0,3.0,1.0,0,0
24,runi,Breach,C9,Split,10.0,15.0,5.0,104.0,1.0,1.0,0,0
24,OXY,Jett,C9,Split,6.0,16.0,5.0,77.0,2.0,2.0,0,0
24,vanity,Omen,C9,Split,15.0,14.0,6.0,141.0,2.0,4.0,0,0
24,zekken,Jett,SEN,Split,21.0,14.0,3.0,192.0,9.0,4.0,0,0
24,Zellsis,Breach,SEN,Split,18.0,11.0,4.0,152.0,0.0,2.0,0,0
24,TenZ,Omen,SEN,Split,11.0,14.0,9.0,127.0,1.0,2.0,0,0
24,johnqt,Killjoy,SEN,Split,11.0,10.0,3.0,89.0,0.0,0.0,1,0
24,Sacy,Sova,SEN,Split,10.0,12.0,10.0,104.0,1.0,3.0,0,0
25,Apoth,Harbor,EG,Icebox,12.0,14.0,1.0,121.0,2.0,2.0,0,0
25,jawgemo,Sage,EG,Icebox,10.0,16.0,7.0,114.0,1.0,2.0,1,1
25,supamen,Clove,EG,Icebox,9.0,20.0,2.0,104.0,3.0,4.0,0,0
25,Derrek,Sova,EG,Icebox,6.0,14.0,2.0,71.0,0.0,2.0,0,0
25,NaturE,Killjoy,EG,Icebox,6.0,17.0,0.0,61.0,0.0,2.0,0,0
25,aspas,Jett,LEV,Icebox,23.0,8.0,2.0,222.0,5.0,1.0,0,0
25,Mazino,Harbor,LEV,Icebox,21.0,10.0,7.0,196.0,4.0,3.0,0,0
25,kiNgg,Viper,LEV,Icebox,16.0,7.0,8.0,169.0,1.0,0.0,0,0
25,C0M,Sova,LEV,Icebox,14.0,8.0,4.0,156.0,0.0,1.0,0,0
25,tex,Killjoy,LEV,Icebox,7.0,10.0,3.0,79.0,2.0,1.0,0,0
26,aspas,Jett,LEV,Sunset,25.0,17.0,5.0,200.0,4.0,2.0,0,0
26,Mazino,Harbor,LEV,Sunset,20.0,14.0,11.0,134.0,3.0,1.0,1,0
26,kiNgg,Viper,LEV,Sunset,17.0,12.0,13.0,130.0,2.0,1.0,1,0
26,C0M,Sova,LEV,Sunset,11.0,17.0,10.0,121.0,2.0,2.0,0,0
26,tex,Killjoy,LEV,Sunset,15.0,20.0,8.0,112.0,4.0,2.0,0,0
26,Derrek,Sova,EG,Sunset,23.0,16.0,5.0,192.0,1.0,2.0,1,0
26,jawgemo,Sage,EG,Sunset,16.0,19.0,9.0,135.0,1.0,4.0,0,0
26,Apoth,Harbor,EG,Sunset,10.0,19.0,9.0,120.0,2.0,4.0,1,0
26,supamen,Clove,EG,Sunset,19.0,19.0,4.0,156.0,4.0,5.0,0,0
26,NaturE,Killjoy,EG,Sunset,12.0,15.0,13.0,95.0,0.0,0.0,0,0
27,pANcada,Viper,LOUD,Haven,28.0,13.0,5.0,208.0,2.0,3.0,1,0
27,cauanzin,Skye,LOUD,Haven,20.0,18.0,6.0,155.0,5.0,1.0,1,0
27,saadhak,Neon,LOUD,Haven,15.0,16.0,5.0,137.0,3.0,7.0,0,0
27,tuyz,Omen,LOUD,Haven,13.0,15.0,11.0,99.0,0.0,1.0,0,0
27,Less,Cypher,LOUD,Haven,13.0,17.0,2.0,116.0,1.0,1.0,0,0
27,mwzera,Neon,FUR,Haven,25.0,19.0,7.0,184.0,5.0,2.0,0,0
27,Khalil,Omen,FUR,Haven,18.0,16.0,7.0,141.0,2.0,2.0,1,0
27,havoc,Killjoy,FUR,Haven,15.0,18.0,3.0,134.0,2.0,2.0,0,0
27,nzr,Breach,FUR,Haven,12.0,16.0,4.0,105.0,0.0,0.0,2,0
27,xand,Gekko,FUR,Haven,9.0,20.0,9.0,82.0,4.0,5.0,0,0
28,mwzera,Neon,FUR,Icebox,17.0,21.0,3.0,137.0,4.0,3.0,0,0
28,Khalil,Omen,FUR,Icebox,12.0,14.0,8.0,100.0,1.0,0.0,1,0
28,havoc,Killjoy,FUR,Icebox,22.0,15.0,5.0,198.0,4.0,4.0,0,0
28,nzr,Breach,FUR,Icebox,22.0,16.0,8.0,181.0,1.0,0.0,0,0
28,xand,Gekko,FUR,Icebox,15.0,16.0,7.0,100.0,2.0,4.0,0,0
28,pANcada,not found,LOUD,Icebox,20.0,17.0,4.0,163.0,4.0,1.0,1,0
28,cauanzin,Skye,LOUD,Icebox,24.0,16.0,3.0,160.0,1.0,2.0,1,0
28,Less,not found,LOUD,Icebox,18.0,19.0,6.0,175.0,4.0,2.0,0,0
28,tuyz,not found,LOUD,Icebox,11.0,17.0,5.0,105.0,1.0,3.0,0,0
28,saadhak,Neon,LOUD,Icebox,9.0,19.0,12.0,96.0,1.0,4.0,0,0
29,pANcada,not found,LOUD,Icebox,10.0,16.0,10.0,87.0,0.0,1.0,1,0
29,cauanzin,Skye,LOUD,Icebox,10.0,18.0,1.0,95.0,4.0,3.0,0,0
29,Less,not found,LOUD,Icebox,13.0,15.0,3.0,102.0,2.0,2.0,0,0
29,tuyz,not found,LOUD,Icebox,18.0,17.0,9.0,137.0,2.0,2.0,0,0
29,saadhak,Neon,LOUD,Icebox,12.0,18.0,8.0,152.0,3.0,3.0,1,0
29,mwzera,not found,FUR,Icebox,29.0,12.0,6.0,251.0,4.0,2.0,0,0
29,Khalil,not found,FUR,Icebox,20.0,10.0,12.0,153.0,2.0,3.0,0,0
29,havoc,Killjoy,FUR,Icebox,17.0,14.0,6.0,146.0,5.0,2.0,0,0
29,nzr,not found,FUR,Icebox,8.0,13.0,15.0,100.0,0.0,3.0,0,0
29,xand,Gekko,FUR,Icebox,10.0,14.0,9.0,66.0,0.0,1.0,0,0
30,rich,Sova,MIBR,Icebox,17.0,13.0,2.0,178.0,3.0,0.0,1,0
30,Palla,Jett,MIBR,Icebox,14.0,16.0,1.0,141.0,4.0,3.0,0,0
30,mazin,Viper,MIBR,Icebox,7.0,14.0,6.0,95.0,1.0,3.0,1,0
30,liazzi,Gekko,MIBR,Icebox,6.0,16.0,5.0,70.0,1.0,0.0,0,0
30,artzin,Killjoy,MIBR,Icebox,5.0,17.0,2.0,69.0,1.0,2.0,0,0
30,Boostio,Killjoy,100T,Icebox,20.0,9.0,2.0,209.0,2.0,3.0,1,0
30,eeiu,Sova,100T,Icebox,17.0,9.0,3.0,183.0,1.0,0.0,0,0
30,Asuna,Gekko,100T,Icebox,12.0,8.0,9.0,124.0,1.0,2.0,0,0
30,bang,Viper,100T,Icebox,12.0,11.0,2.0,116.0,3.0,1.0,0,0
30,Cryocells,Jett,100T,Icebox,15.0,12.0,1.0,126.0,1.0,4.0,0,0
31,Boostio,Killjoy,100T,Split,13.0,12.0,16.0,133.0,1.0,0.0,0,0
31,eeiu,Sova,100T,Split,26.0,5.0,6.0,201.0,2.0,0.0,3,0
31,Asuna,Gekko,100T,Split,12.0,12.0,6.0,117.0,3.0,4.0,0,0
31,bang,Viper,100T,Split,15.0,13.0,10.0,154.0,4.0,4.0,0,0
31,Cryocells,Jett,100T,Split,12.0,13.0,8.0,123.0,0.0,1.0,0,0
31,Palla,Jett,MIBR,Split,15.0,16.0,5.0,155.0,4.0,4.0,0,0
31,rich,Sova,MIBR,Split,7.0,16.0,3.0,65.0,1.0,0.0,0,0
31,mazin,Viper,MIBR,Split,7.0,14.0,6.0,79.0,0.0,2.0,1,0
31,liazzi,Gekko,MIBR,Split,13.0,16.0,4.0,129.0,3.0,4.0,0,0
31,artzin,Killjoy,MIBR,Split,12.0,16.0,8.0,111.0,1.0,0.0,1,0
32,Ethan,Yoru,NRG,Split,25.0,16.0,4.0,193.0,6.0,1.0,0,0
32,s0m,Omen,NRG,Split,18.0,17.0,8.0,146.0,2.0,1.0,1,0
32,Victor,Neon,NRG,Split,18.0,16.0,4.0,140.0,3.0,6.0,0,0
32,crashies,Breach,NRG,Split,12.0,14.0,8.0,103.0,0.0,2.0,0,0
32,FiNESSE,Cypher,NRG,Split,7.0,14.0,3.0,73.0,0.0,0.0,0,0
32,Melser,Omen,KRÜ,Split,20.0,17.0,11.0,187.0,2.0,1.0,0,0
32,Shyy,Viper,KRÜ,Split,16.0,14.0,9.0,116.0,1.0,2.0,3,0
32,heat,Skye,KRÜ,Split,16.0,17.0,6.0,141.0,3.0,2.0,1,0
32,keznit,Raze,KRÜ,Split,17.0,17.0,8.0,174.0,3.0,4.0,0,0
32,mta,Cypher,KRÜ,Split,8.0,15.0,4.0,67.0,1.0,2.0,1,0
33,Melser,Omen,KRÜ,Ascent,16.0,16.0,4.0,127.0,3.0,3.0,0,0
33,Shyy,Viper,KRÜ,Ascent,15.0,15.0,5.0,136.0,0.0,0.0,0,0
33,heat,Skye,KRÜ,Ascent,15.0,18.0,6.0,143.0,0.0,4.0,0,0
33,keznit,Raze,KRÜ,Ascent,10.0,18.0,2.0,85.0,3.0,7.0,0,0
33,mta,Cypher,KRÜ,Ascent,11.0,17.0,5.0,108.0,1.0,0.0,0,0
33,s0m,Omen,NRG,Ascent,22.0,11.0,10.0,183.0,1.0,0.0,0,0
33,crashies,not found,NRG,Ascent,14.0,12.0,3.0,139.0,1.0,0.0,1,0
33,Ethan,not found,NRG,Ascent,14.0,17.0,10.0,131.0,5.0,1.0,0,0
33,Victor,Neon,NRG,Ascent,16.0,15.0,2.0,137.0,5.0,5.0,0,0
33,FiNESSE,Cypher,NRG,Ascent,18.0,12.0,6.0,162.0,2.0,1.0,0,0
34,s0m,Omen,NRG,Ascent,14.0,12.0,9.0,125.0,3.0,0.0,0,0
34,crashies,not found,NRG,Ascent,19.0,11.0,9.0,181.0,3.0,0.0,1,0
34,Ethan,not found,NRG,Ascent,11.0,12.0,11.0,100.0,0.0,1.0,1,0
34,Victor,Neon,NRG,Ascent,18.0,15.0,1.0,169.0,7.0,3.0,0,0
34,FiNESSE,Cypher,NRG,Ascent,12.0,13.0,5.0,102.0,2.0,1.0,2,0
34,Shyy,not found,KRÜ,Ascent,13.0,14.0,2.0,137.0,0.0,1.0,0,0
34,Melser,Omen,KRÜ,Ascent,9.0,15.0,0.0,86.0,1.0,3.0,0,0
34,heat,Skye,KRÜ,Ascent,15.0,15.0,11.0,128.0,1.0,5.0,0,0
34,keznit,Raze,KRÜ,Ascent,20.0,14.0,5.0,187.0,3.0,3.0,0,0
34,mta,Cypher,KRÜ,Ascent,6.0,17.0,4.0,59.0,0.0,3.0,0,0
35,valyn,Omen,G2,Lotus,11.0,15.0,6.0,112.0,1.0,2.0,1,0
35,JonahP,Viper,G2,Lotus,8.0,14.0,2.0,90.0,3.0,2.0,0,0
35,icy,Raze,G2,Lotus,10.0,16.0,2.0,122.0,3.0,4.0,0,0
35,leaf,Killjoy,G2,Lotus,9.0,16.0,4.0,124.0,0.0,1.0,0,0
35,trent,Fade,G2,Lotus,7.0,15.0,3.0,76.0,0.0,1.0,1,0
35,keznit,Raze,KRÜ,Lotus,24.0,9.0,2.0,249.0,4.0,0.0,0,0
35,Melser,Omen,KRÜ,Lotus,17.0,8.0,6.0,173.0,2.0,5.0,1,0
35,heat,Fade,KRÜ,Lotus,13.0,9.0,9.0,118.0,1.0,1.0,1,0
35,mta,Viper,KRÜ,Lotus,10.0,9.0,7.0,108.0,3.0,0.0,0,0
35,Shyy,Killjoy,KRÜ,Lotus,12.0,10.0,1.0,119.0,0.0,1.0,0,0
36,keznit,Raze,KRÜ,Ascent,29.0,21.0,7.0,163.0,7.0,1.0,0,0
36,Melser,Omen,KRÜ,Ascent,23.0,21.0,11.0,145.0,3.0,2.0,1,0
36,heat,Fade,KRÜ,Ascent,19.0,20.0,15.0,113.0,4.0,3.0,0,0
36,mta,Viper,KRÜ,Ascent,14.0,24.0,15.0,112.0,2.0,3.0,0,0
36,Shyy,Killjoy,KRÜ,Ascent,27.0,24.0,3.0,157.0,2.0,3.0,0,0
36,JonahP,not found,G2,Ascent,27.0,20.0,20.0,132.0,3.0,2.0,2,0
36,valyn,Omen,G2,Ascent,16.0,22.0,12.0,114.0,2.0,2.0,1,0
36,icy,Raze,G2,Ascent,23.0,24.0,7.0,148.0,2.0,4.0,0,0
36,trent,Fade,G2,Ascent,22.0,21.0,15.0,157.0,1.0,5.0,1,0
36,leaf,Killjoy,G2,Ascent,22.0,25.0,6.0,157.0,4.0,5.0,0,0
37,JonahP,not found,G2,Ascent,15.0,10.0,7.0,143.0,3.0,0.0,2,0
37,valyn,Omen,G2,Ascent,20.0,13.0,4.0,190.0,2.0,1.0,1,0
37,icy,Raze,G2,Ascent,16.0,12.0,4.0,151.0,1.0,5.0,0,0
37,trent,Fade,G2,Ascent,11.0,11.0,7.0,103.0,0.0,1.0,1,0
37,leaf,Killjoy,G2,Ascent,11.0,13.0,7.0,137.0,3.0,2.0,1,0
37,keznit,Raze,KRÜ,Ascent,13.0,15.0,4.0,157.0,3.0,5.0,0,0
37,Melser,Omen,KRÜ,Ascent,15.0,14.0,5.0,146.0,1.0,1.0,1,0
37,heat,not found,KRÜ,Ascent,7.0,16.0,8.0,85.0,0.0,1.0,0,0
37,Shyy,Killjoy,KRÜ,Ascent,15.0,12.0,4.0,174.0,1.0,2.0,0,0
37,mta,not found,KRÜ,Ascent,9.0,16.0,10.0,94.0,4.0,0.0,0,0
38,pANcada,Omen,LOUD,Lotus,18.0,16.0,15.0,146.0,4.0,1.0,2,0
38,Less,Cypher,LOUD,Lotus,15.0,18.0,5.0,99.0,2.0,1.0,0,0
38,cauanzin,Fade,LOUD,Lotus,17.0,21.0,6.0,142.0,4.0,2.0,0,0
38,tuyz,Raze,LOUD,Lotus,13.0,19.0,3.0,111.0,3.0,5.0,0,0
38,saadhak,Breach,LOUD,Lotus,8.0,17.0,10.0,68.0,0.0,2.0,0,0
38,C0M,Fade,LEV,Lotus,23.0,14.0,8.0,164.0,5.0,1.0,0,0
38,tex,Cypher,LEV,Lotus,22.0,16.0,5.0,162.0,1.0,3.0,0,0
38,kiNgg,Omen,LEV,Lotus,18.0,12.0,11.0,112.0,1.0,1.0,0,0
38,Mazino,Breach,LEV,Lotus,16.0,14.0,15.0,133.0,0.0,4.0,0,0
38,aspas,Neon,LEV,Lotus,12.0,15.0,9.0,107.0,4.0,4.0,0,0
39,C0M,Fade,LEV,Icebox,5.0,11.0,5.0,66.0,1.0,1.0,1,0
39,tex,Cypher,LEV,Icebox,20.0,11.0,2.0,159.0,1.0,2.0,1,0
39,kiNgg,Omen,LEV,Icebox,16.0,10.0,3.0,134.0,1.0,2.0,1,0
39,Mazino,Breach,LEV,Icebox,15.0,13.0,6.0,136.0,1.0,1.0,0,0
39,aspas,Neon,LEV,Icebox,25.0,12.0,3.0,230.0,4.0,5.0,0,0
39,cauanzin,Fade,LOUD,Icebox,17.0,14.0,3.0,170.0,4.0,2.0,0,0
39,pANcada,Omen,LOUD,Icebox,10.0,18.0,0.0,89.0,1.0,1.0,0,0
39,Less,Cypher,LOUD,Icebox,11.0,16.0,2.0,105.0,2.0,1.0,0,0
39,tuyz,Raze,LOUD,Icebox,10.0,16.0,9.0,101.0,2.0,1.0,0,0
39,saadhak,Breach,LOUD,Icebox,9.0,17.0,8.0,91.0,2.0,3.0,0,0
40,artzin,Cypher,MIBR,Sunset,24.0,16.0,1.0,175.0,2.0,3.0,1,0
40,liazzi,Breach,MIBR,Sunset,15.0,17.0,9.0,114.0,0.0,1.0,1,0
40,rich,Gekko,MIBR,Sunset,16.0,19.0,7.0,120.0,2.0,3.0,0,0
40,Palla,Raze,MIBR,Sunset,12.0,19.0,5.0,136.0,3.0,6.0,0,0
40,mazin,Omen,MIBR,Sunset,9.0,19.0,2.0,80.0,3.0,0.0,1,0
40,Khalil,Omen,FUR,Sunset,23.0,14.0,10.0,172.0,2.0,0.0,0,0
40,havoc,Cypher,FUR,Sunset,23.0,14.0,5.0,184.0,4.0,3.0,0,0
40,xand,Kayo,FUR,Sunset,18.0,17.0,19.0,142.0,4.0,1.0,0,0
40,mwzera,Jett,FUR,Sunset,19.0,18.0,8.0,167.0,3.0,5.0,0,0
40,nzr,Sova,FUR,Sunset,7.0,13.0,6.0,76.0,0.0,1.0,1,0
41,Khalil,Omen,FUR,Icebox,24.0,12.0,6.0,215.0,2.0,1.0,0,0
41,havoc,Cypher,FUR,Icebox,12.0,12.0,5.0,129.0,3.0,4.0,1,0
41,xand,Kayo,FUR,Icebox,10.0,13.0,3.0,90.0,0.0,3.0,0,0
41,mwzera,Jett,FUR,Icebox,19.0,12.0,2.0,161.0,5.0,0.0,0,0
41,nzr,Sova,FUR,Icebox,16.0,13.0,4.0,151.0,1.0,1.0,0,0
41,artzin,Cypher,MIBR,Icebox,18.0,15.0,3.0,159.0,4.0,1.0,1,0
41,rich,Gekko,MIBR,Icebox,15.0,17.0,6.0,139.0,2.0,4.0,1,0
41,Palla,Raze,MIBR,Icebox,15.0,17.0,0.0,117.0,2.0,3.0,1,0
41,liazzi,Breach,MIBR,Icebox,6.0,17.0,2.0,67.0,0.0,2.0,0,0
41,mazin,Omen,MIBR,Icebox,8.0,15.0,5.0,84.0,1.0,1.0,0,0
42,Ethan,Kayo,NRG,Ascent,15.0,7.0,10.0,132.0,0.0,1.0,0,0
42,Victor,Jett,NRG,Ascent,14.0,8.0,2.0,159.0,3.0,4.0,0,0
42,s0m,Omen,NRG,Ascent,14.0,7.0,7.0,149.0,2.0,1.0,0,0
42,FiNESSE,Cypher,NRG,Ascent,13.0,10.0,4.0,109.0,2.0,0.0,0,0
42,crashies,Sova,NRG,Ascent,8.0,9.0,4.0,118.0,2.0,1.0,0,0
42,Xeppaa,Kayo,C9,Ascent,9.0,14.0,8.0,162.0,1.0,1.0,0,0
42,runi,Sova,C9,Ascent,8.0,11.0,1.0,83.0,0.0,1.0,0,0
42,vanity,Omen,C9,Ascent,10.0,14.0,3.0,134.0,2.0,3.0,0,0
42,moose,Killjoy,C9,Ascent,6.0,10.0,1.0,68.0,2.0,0.0,0,0
42,OXY,Jett,C9,Ascent,8.0,15.0,3.0,106.0,2.0,4.0,0,0
43,Xeppaa,Kayo,C9,Icebox,16.0,15.0,5.0,120.0,1.0,4.0,1,0
43,runi,Sova,C9,Icebox,8.0,17.0,9.0,85.0,0.0,0.0,0,0
43,vanity,Omen,C9,Icebox,18.0,13.0,8.0,133.0,3.0,4.0,2,0
43,moose,Killjoy,C9,Icebox,13.0,16.0,4.0,128.0,1.0,1.0,1,0
43,OXY,Jett,C9,Icebox,33.0,17.0,4.0,234.0,7.0,2.0,0,0
43,s0m,Omen,NRG,Icebox,18.0,15.0,6.0,145.0,1.0,3.0,1,0
43,Ethan,Kayo,NRG,Icebox,14.0,18.0,13.0,135.0,1.0,1.0,1,0
43,FiNESSE,Cypher,NRG,Icebox,17.0,17.0,12.0,161.0,0.0,0.0,0,0
43,Victor,Jett,NRG,Icebox,16.0,21.0,3.0,121.0,8.0,5.0,0,0
43,crashies,Sova,NRG,Icebox,13.0,17.0,8.0,113.0,1.0,3.0,0,0
44,s0m,Omen,NRG,Icebox,24.0,18.0,16.0,160.0,4.0,1.0,0,0
44,Ethan,Kayo,NRG,Icebox,16.0,16.0,10.0,118.0,1.0,2.0,1,0
44,FiNESSE,Cypher,NRG,Icebox,15.0,21.0,12.0,120.0,5.0,2.0,0,0
44,Victor,Jett,NRG,Icebox,18.0,17.0,5.0,119.0,4.0,4.0,0,0
44,crashies,Sova,NRG,Icebox,16.0,16.0,10.0,101.0,0.0,3.0,0,0
44,OXY,not found,C9,Icebox,23.0,20.0,3.0,165.0,4.0,4.0,0,0
44,vanity,Omen,C9,Icebox,21.0,19.0,9.0,164.0,3.0,3.0,0,0
44,moose,Killjoy,C9,Icebox,17.0,15.0,5.0,117.0,3.0,1.0,1,0
44,runi,Sova,C9,Icebox,21.0,19.0,6.0,133.0,2.0,4.0,0,0
44,Xeppaa,not found,C9,Icebox,6.0,16.0,9.0,57.0,0.0,2.0,0,0
45,Derrek,Fade,EG,Lotus,15.0,18.0,10.0,118.0,0.0,1.0,0,0
45,jawgemo,Neon,EG,Lotus,20.0,19.0,7.0,156.0,5.0,7.0,0,0
45,supamen,Omen,EG,Lotus,19.0,16.0,6.0,129.0,1.0,2.0,0,0
45,NaturE,Breach,EG,Lotus,12.0,17.0,8.0,91.0,1.0,2.0,0,0
45,Apoth,Cypher,EG,Lotus,11.0,16.0,4.0,104.0,1.0,3.0,2,0
45,eeiu,Fade,100T,Lotus,20.0,15.0,10.0,159.0,1.0,0.0,1,0
45,Asuna,Raze,100T,Lotus,20.0,16.0,10.0,173.0,5.0,2.0,1,0
45,Boostio,Killjoy,100T,Lotus,16.0,17.0,4.0,132.0,2.0,2.0,0,0
45,bang,Viper,100T,Lotus,12.0,14.0,6.0,116.0,2.0,3.0,0,0
45,Cryocells,Omen,100T,Lotus,18.0,15.0,5.0,109.0,5.0,1.0,0,0
46,eeiu,Fade,100T,Bind,18.0,17.0,15.0,165.0,1.0,0.0,0,0
46,Asuna,Raze,100T,Bind,14.0,17.0,5.0,110.0,6.0,7.0,0,0
46,Boostio,Killjoy,100T,Bind,11.0,18.0,14.0,87.0,2.0,0.0,0,0
46,bang,Viper,100T,Bind,24.0,17.0,8.0,164.0,1.0,5.0,0,0
46,Cryocells,Omen,100T,Bind,13.0,15.0,9.0,93.0,0.0,1.0,2,0
46,Derrek,not found,EG,Bind,14.0,14.0,9.0,109.0,2.0,1.0,0,0
46,supamen,Omen,EG,Bind,19.0,14.0,6.0,149.0,2.0,1.0,0,0
46,NaturE,not found,EG,Bind,19.0,16.0,11.0,143.0,2.0,3.0,1,0
46,jawgemo,not found,EG,Bind,15.0,19.0,4.0,145.0,4.0,4.0,0,0
46,Apoth,Cypher,EG,Bind,17.0,17.0,13.0,125.0,3.0,1.0,1,0
47,Derrek,not found,EG,Bind,20.0,14.0,5.0,155.0,2.0,0.0,1,0
47,supamen,Omen,EG,Bind,15.0,16.0,7.0,130.0,2.0,3.0,0,0
47,NaturE,not found,EG,Bind,15.0,18.0,8.0,136.0,2.0,1.0,0,0
47,jawgemo,not found,EG,Bind,6.0,19.0,5.0,97.0,0.0,5.0,0,0
47,Apoth,Cypher,EG,Bind,6.0,17.0,2.0,105.0,1.0,4.0,0,0
47,eeiu,Fade,100T,Bind,19.0,9.0,5.0,161.0,2.0,1.0,0,0
47,Cryocells,not found,100T,Bind,25.0,13.0,1.0,199.0,7.0,2.0,0,0
47,Asuna,Raze,100T,Bind,14.0,13.0,24.0,132.0,2.0,1.0,1,0
47,bang,Viper,100T,Bind,14.0,12.0,12.0,137.0,1.0,1.0,0,0
47,Boostio,Killjoy,100T,Bind,12.0,15.0,6.0,138.0,1.0,2.0,0,0
